Financial Year,Trans Ref,Date,Description,Type,Lot Reference,Qty Change,Balance Units,Total Cost (ZAR),Balance Value (ZAR),Fee (ZAR),Proceeds (ZAR),Profit (ZAR),Unit Cost (ZAR)
FY2020,cf73717d,2021-01-21 11:36:07,"Bought 0.003 BTC/ZAR @ 500,000",in_buy,in_buy_39da2f83b75dc3,0.003,0.04629754,1500,23148.77,0,0,0,500000
FY2020,701b13e6,2021-01-21 11:36:08,"Bought 0.006 BTC/ZAR @ 500,000",in_buy,in_buy_98f8997659b49d,0.006,0.05229754,3000,26148.77,0,0,0,500000
FY2020,8e1350f3,2021-01-21 13:29:56,"Bought 0.00998 BTC/ZAR @ 501,000",in_buy,in_buy_c570be5cb18bd0,0.00998,0.06227754,4999.98,31201.04754,0,0,0,501000
FY2020,91806478,2021-01-21 14:06:58,"Bought 0.008146 BTC/ZAR @ 491,000",in_buy,in_buy_41b785d7f19e3c,0.008146,0.07042354,3999.68,34577.906268990915786891030964,0,0,0,490999.2634421802111466
FY2020,579c2157,2021-01-21 14:15:11,"Bought 0.008316 BTC/ZAR @ 481,000",in_buy,in_buy_5cc3e9374b6566,0.008316,0.07873954,3999.99,37873.66192936507936507942189,0,0,0,480999.2784992784992785
FY2020,cbfadebe,2021-01-22 00:01:28,"Bought 0.014517 BTC/ZAR @ 481,000",in_buy,in_buy_211345d4a1401c,0.014517,0.09325654,6982.67,44856.350772322105118140633062,0,0,0,480999.5178067093752153
FY2020,96b1c5a2,2021-01-22 00:27:27,"Bought 0.008492 BTC/ZAR @ 471,000",in_buy,in_buy_65b09a0f4817dc,0.008492,0.10174854,3999.73,47923.538376613283089970531238,0,0,0,470999.7644842204427697
FY2020,dd1f1f27,2021-01-22 02:27:15,"Bought 0.008676 BTC/ZAR @ 461,000",in_buy,in_buy_7b7a74b62d2b28,0.008676,0.11042454,3999.63,50905.636574481327800834487996,0,0,0,460999.3084370677731674
FY2020,030647e5,2021-01-22 03:17:55,"Bought 0.008869 BTC/ZAR @ 451,000",in_buy,in_buy_8771635c6c46a4,0.008869,0.11929354,3999.91,53801.265484428909685426890678,0,0,0,450998.9852294508963807
FY2020,b35cc7fd,2021-01-25 06:01:52,"Sold 0.008571 BTC/ZAR @ 525,000",out_sell,in_buy_f318fa082e39cf,-0.00275054,0.116543,0,64161.4105530893468961607977,0,1444.031895438105025393,-70.246321037310677066745506,550538.5184274417759639
FY2020,b35cc7fd,2021-01-25 06:01:52,"Sold 0.008571 BTC/ZAR @ 525,000",out_sell,in_buy_a1c32a06ad7c06,-0.002,0.114543,0,57271.5,0,1049.998833274997076625,49.998833274997076625,500000
FY2020,b35cc7fd,2021-01-25 06:01:52,"Sold 0.008571 BTC/ZAR @ 525,000",out_sell,in_buy_a8b1a67b8340bf,-0.000625,0.113918,0,54680.64,0,328.124635398436670816,28.124635398436670816,480000
FY2020,b35cc7fd,2021-01-25 06:01:52,"Sold 0.008571 BTC/ZAR @ 525,000",out_sell,in_buy_0283a36eb92eb3,-0.000638,0.11328,0,53241.6,0,334.949627814723898702,35.089627814723898702,470000
FY2020,b35cc7fd,2021-01-25 06:01:52,"Sold 0.008571 BTC/ZAR @ 525,000",out_sell,in_buy_63987fc55ebf41,-0.00086,0.11242,0,52275.3,0,451.499498308248855443,51.599498308248855443,465000
FY2020,b35cc7fd,2021-01-25 06:01:52,"Sold 0.008571 BTC/ZAR @ 525,000",out_sell,in_buy_89d50e9225c8d3,-0.00169746,0.11072254,0,60897.397,0,891.165509765488473021,-42.437490234511526979,550000
FY2020,ec7cb507,2021-01-25 14:44:08,"Sold 0.008506 BTC/ZAR @ 529,000",out_sell,in_buy_89d50e9225c8d3,-0.00284754,0.107875,0,59331.25,0,1506.347320926404679912,-59.799679073595320088,550000
FY2020,ec7cb507,2021-01-25 14:44:08,"Sold 0.008506 BTC/ZAR @ 529,000",out_sell,in_buy_86067ed12c701f,-0.00565846,0.10221654,0,56219.097,0,2993.322679073595320088,-118.830320926404679912,550000
FY2020,095777cb,2021-01-25 14:48:33,"Sold 0.000789 BTC/ZAR @ 539,000",out_sell,in_buy_86067ed12c701f,-0.000789,0.10142754,0,55785.147,0,425.27,-8.68,550000
FY2020,9862b2dd,2021-01-25 14:48:35,"Sold 0.007559 BTC/ZAR @ 539,000",out_sell,in_buy_86067ed12c701f,-0.00264254,0.098785,0,54331.75,0,1424.32871041142991108,-29.06828958857008892,550000
FY2020,9862b2dd,2021-01-25 14:48:35,"Sold 0.007559 BTC/ZAR @ 539,000",out_sell,in_buy_050b6bbabdaa03,-0.003703,0.095082,0,51344.28,0,1995.91651012038628338,-3.70348987961371662,540000
FY2020,9862b2dd,2021-01-25 14:48:35,"Sold 0.007559 BTC/ZAR @ 539,000",out_sell,in_buy_28509dd39a1100,-0.00121346,0.09386854,0,50219.501457010346057795500712,0,654.05477946818380554,4.855844041854872254231112,534998.2161969318587228
FY2020,a924a2f1,2021-01-26 14:51:16,"Bought 0.00998 BTC/ZAR @ 501,000",in_buy,in_buy_422d30af32d36d,0.00998,0.10384854,4999.98,52028.11854,0,0,0,501000
FY2020,7d9c3c56,2021-01-27 10:50:54,"Bought 0.001989 BTC/ZAR @ 493,500",in_buy,in_buy_f1e69058746bf4,0.001989,0.10583754,981.57,52230.746172850678733029886304,0,0,0,493499.2458521870286576
FY2020,e410a5ed,2021-01-27 10:51:05,"Bought 0.010011 BTC/ZAR @ 493,500",in_buy,in_buy_dcd99c42d80170,0.010011,0.11584854,4940.42,57171.156126940365597844408926,0,0,0,493499.1509339726301069
FY2020,83955adc,2021-01-27 13:55:20,"Bought 0.012 BTC/ZAR @ 488,565",in_buy,in_buy_cdca06160220e9,0.012,0.12784854,5862.78,62462.3219451,0,0,0,488565
FY2020,890f92c9,2021-01-27 13:55:22,"Bought 0.001 BTC/ZAR @ 488,565",in_buy,in_buy_835f137f292993,0.001,0.12884854,488.56,62950.2427024,0,0,0,488560
FY2020,bce696a4,2021-01-27 14:16:09,"Bought 0.01205 BTC/ZAR @ 483,679",in_buy,in_buy_9eef08cf74564f,0.01205,0.14089854,5828.33,68149.642127651452282163055048,0,0,0,483678.8381742738589212
FY2020,19c5d328,2021-01-27 14:17:16,"Bought 0.00195 BTC/ZAR @ 483,679",in_buy,in_buy_4ca0005538800c,0.00195,0.14284854,943.17,69092.542293230769230772527274,0,0,0,483676.9230769230769231
FY2020,5e2b3c6d,2021-01-27 16:03:26,"Bought 0.013 BTC/ZAR @ 478,843",in_buy,in_buy_b00764154c1b43,0.013,0.15584854,6224.95,74626.874544076923076924275758,0,0,0,478842.3076923076923077
FY2020,780fa87b,2021-01-27 16:37:50,"Bought 0.015 BTC/ZAR @ 471,660",in_buy,in_buy_a8b458833a4157,0.015,0.17084854,7074.9,80582.4223764,0,0,0,471660
FY2020,3462708e,2021-01-28 07:09:32,"Sold 0.067 BTC/ZAR @ 497,900",out_sell,in_buy_28509dd39a1100,-0.00158954,0.169259,0,90553.2630752764894755624052,0,791.43196600000004979,-58.969098573671016924239512,534998.2161969318587228
FY2020,3462708e,2021-01-28 07:09:32,"Sold 0.067 BTC/ZAR @ 497,900",out_sell,in_buy_4bd45d1d2bd542,-0.004716,0.164543,0,87207.79,0,2348.09639999999875525,-151.38360000000124475,530000
FY2020,3462708e,2021-01-28 07:09:32,"Sold 0.067 BTC/ZAR @ 497,900",out_sell,in_buy_8d9c227cfaa482,-0.004761,0.159782,0,83885.3821970174333123323194,0,2370.50189999999955189,-129.0181000000004481100887,524998.9498004620877967
FY2020,3462708e,2021-01-28 07:09:32,"Sold 0.067 BTC/ZAR @ 497,900",out_sell,in_buy_1ae1292523cba0,-0.001923,0.157859,0,82086.68,0,957.46169999999890462,-42.49830000000109538,520000
FY2020,3462708e,2021-01-28 07:09:32,"Sold 0.067 BTC/ZAR @ 497,900",out_sell,in_buy_0e177eeaa38c66,-0.001942,0.155917,0,80297.255,0,966.92180000000094601,-33.20819999999905399,515000
FY2020,3462708e,2021-01-28 07:09:32,"Sold 0.067 BTC/ZAR @ 497,900",out_sell,in_buy_28499c53394cf5,-0.002941,0.152976,0,78017.76,0,1464.32389999999995021,-35.58610000000004979,510000
FY2020,3462708e,2021-01-28 07:09:32,"Sold 0.067 BTC/ZAR @ 497,900",out_sell,in_buy_39da2f83b75dc3,-0.003,0.149976,0,74988,0,1493.70000000000084643,-6.29999999999915357,500000
FY2020,3462708e,2021-01-28 07:09:32,"Sold 0.067 BTC/ZAR @ 497,900",out_sell,in_buy_98f8997659b49d,-0.006,0.143976,0,71988,0,2987.39999999999835693,-12.60000000000164307,500000
FY2020,3462708e,2021-01-28 07:09:32,"Sold 0.067 BTC/ZAR @ 497,900",out_sell,in_buy_c570be5cb18bd0,-0.00998,0.133996,0,67131.996,0,4969.0419999999995021,-30.9380000000004979,501000
FY2020,3462708e,2021-01-28 07:09:32,"Sold 0.067 BTC/ZAR @ 497,900",out_sell,in_buy_41b785d7f19e3c,-0.008146,0.12585,0,61792.25730419837957279961,0,4055.89339999999980084,56.2133999999998008397964,490999.2634421802111466
FY2020,3462708e,2021-01-28 07:09:32,"Sold 0.067 BTC/ZAR @ 497,900",out_sell,in_buy_5cc3e9374b6566,-0.008316,0.117534,0,56533.769199134199134199219,0,4140.53639999999910378,140.546399999999103779994,480999.2784992784992785
FY2020,3462708e,2021-01-28 07:09:32,"Sold 0.067 BTC/ZAR @ 497,900",out_sell,in_buy_211345d4a1401c,-0.01368546,0.10384854,0,49951.097664930770820421090662,0,6813.99053400000089622,231.290873036992010086020462,480999.5178067093752153
FY2020,06aa0fd4,2021-01-28 10:03:47,"Bought 0.01 BTC/ZAR @ 492,822",in_buy,in_buy_9cfabe64956261,0.01,0.11384854,4928.22,56107.06517988,0,0,0,492822
FY2020,65eed7d3,2021-01-28 11:08:14,"Bought 0.007477 BTC/ZAR @ 490,358",in_buy,in_buy_28c8676e5c5d17,0.007477,0.12132554,3666.4,59492.839354821452454197156498,0,0,0,490357.0950916142838037
FY2020,aa875f4c,2021-01-28 11:08:14,"Bought 0.002523 BTC/ZAR @ 490,358",in_buy,in_buy_06eb9d64dfda2d,0.002523,0.12384854,1237.17,60729.96362734839476813008226,0,0,0,490356.718192627824019
FY2020,4efb4cb5,2021-01-29 00:15:57,"Sold 0.01 BTC/ZAR @ 512,000",out_sell,in_buy_211345d4a1401c,-0.00083154,0.123017,0,59171.1176820279672108605601,0,425.74848,25.778140963008886133469438,480999.5178067093752153
FY2020,4efb4cb5,2021-01-29 00:15:57,"Sold 0.01 BTC/ZAR @ 512,000",out_sell,in_buy_65b09a0f4817dc,-0.008492,0.114525,0,53941.2480275553462081998925,0,4347.904,348.1739999999999999997076,470999.7644842204427697
FY2020,4efb4cb5,2021-01-29 00:15:57,"Sold 0.01 BTC/ZAR @ 512,000",out_sell,in_buy_7b7a74b62d2b28,-0.00067646,0.11384854,0,52484.098206569847856159665596,0,346.34752,34.499927814661134163180596,460999.3084370677731674
FY2020,e836a3ef,2021-01-29 10:54:45,"Sold 0.00998 BTC/ZAR @ 536,070",out_sell,in_buy_7b7a74b62d2b28,-0.00799954,0.105849,0,48796.3157987551867219961226,0,4288.306514408817561293,600.524106594156427129457004,460999.3084370677731674
FY2020,e836a3ef,2021-01-29 10:54:45,"Sold 0.00998 BTC/ZAR @ 536,070",out_sell,in_buy_8771635c6c46a4,-0.00198046,0.10386854,0,46844.606137264629608754593178,0,1061.663485591182438707,168.478035303664116460878878,450998.9852294508963807
FY2020,9d9e07f8,2021-01-29 10:58:12,"Sold 0.023205 BTC/ZAR @ 538,000",out_sell,in_buy_8771635c6c46a4,-0.00688854,0.09698,0,43737.881587552147931000286,0,3706.034519999999743374,599.309970287518065619692822,450998.9852294508963807
FY2020,9d9e07f8,2021-01-29 10:58:12,"Sold 0.023205 BTC/ZAR @ 538,000",out_sell,in_buy_422d30af32d36d,-0.00998,0.087,0,43587,0,5369.240000000000546877,369.260000000000546877,501000
FY2020,9d9e07f8,2021-01-29 10:58:12,"Sold 0.023205 BTC/ZAR @ 538,000",out_sell,in_buy_f1e69058746bf4,-0.001989,0.085011,0,41952.8643891402714932112336,0,1070.081999999999821653,88.5119999999998216530336,493499.2458521870286576
FY2020,9d9e07f8,2021-01-29 10:58:12,"Sold 0.023205 BTC/ZAR @ 538,000",out_sell,in_buy_dcd99c42d80170,-0.00434746,0.08066354,0,39807.388501328538607533132426,0,2338.933479999999888096,193.465661280591237611456526,493499.1509339726301069
FY2020,680884ef,2021-01-29 11:02:47,"Sold 0.007285 BTC/ZAR @ 549,000",out_sell,in_buy_dcd99c42d80170,-0.00566354,0.075,0,37012.4363200479472580175,0,3109.279572875772128484,314.327391595180778968367574,493499.1509339726301069
FY2020,680884ef,2021-01-29 11:02:47,"Sold 0.007285 BTC/ZAR @ 549,000",out_sell,in_buy_cdca06160220e9,-0.00162146,0.07337854,0,35850.1863951,0,890.180427124227871516,97.991822224227871516,488565
FY2020,fb97d708,2021-01-29 11:23:18,"Sold 0.001055 BTC/ZAR @ 559,000",out_sell,in_buy_cdca06160220e9,-0.001055,0.07232354,0,35334.7503201,0,589.74,74.303925,488565
FY2020,062d7069,2021-01-29 11:23:32,"Sold 0.0061 BTC/ZAR @ 559,000",out_sell,in_buy_cdca06160220e9,-0.0061,0.06622354,0,32354.5038201,0,3409.9,429.6535,488565
FY2020,6c5bbedf,2021-01-29 11:28:49,"Sold 0.005272 BTC/ZAR @ 569,000",out_sell,in_buy_cdca06160220e9,-0.00322354,0.063,0,30779.595,0,1834.189368437025799848,259.280548337025799848,488565
FY2020,6c5bbedf,2021-01-29 11:28:49,"Sold 0.005272 BTC/ZAR @ 569,000",out_sell,in_buy_835f137f292993,-0.001,0.062,0,30290.72,0,568.998482549317115784,80.438482549317115784,488560
FY2020,6c5bbedf,2021-01-29 11:28:49,"Sold 0.005272 BTC/ZAR @ 569,000",out_sell,in_buy_9eef08cf74564f,-0.00104846,0.06095154,0,29480.970052132780082989878648,0,596.572149013657084368,89.454234341457914243478648,483678.8381742738589212
FY2020,bc32c67e,2021-01-29 13:40:50,"Sold 0.006692 BTC/ZAR @ 564,745",out_sell,in_buy_for_other_a75600f1c1027d,-0.000006,0.06094554,0,57468.76943037735849056488782,0,3.388466826061150394,-2.269250155070925077698,942952.830188679245283
FY2020,bc32c67e,2021-01-29 13:40:50,Trading fee,out_other,in_buy_for_other_a75600f1c1027d,-0.000006,0.06093954,0,57463.11171339622641509318982,0,3.38,-2.277716981132075471698,942952.830188679245283
FY2020,18611244,2021-01-29 14:59:19,"Sold 0.005317 BTC/ZAR @ 577,000",out_sell,in_buy_9eef08cf74564f,-0.00430954,0.05663,0,27390.732605809128630707556,0,2486.59728531126570053,402.163985045705534554731752,483678.8381742738589212
FY2020,18611244,2021-01-29 14:59:19,"Sold 0.005317 BTC/ZAR @ 577,000",out_sell,in_buy_4ca0005538800c,-0.00100746,0.05562254,0,26903.339000923076923078206674,0,581.30271468873429947,94.017561765657376393053674,483676.9230769230769231
FY2020,748f5f92,2021-01-29 15:49:58,"Sold 0.006908 BTC/ZAR @ 579,000",out_sell,in_buy_4ca0005538800c,-0.00094254,0.05468,0,26447.454153846153846155108,0,545.730387116386918579,89.845540039463841655901326,483676.9230769230769231
FY2020,748f5f92,2021-01-29 15:49:58,"Sold 0.006908 BTC/ZAR @ 579,000",out_sell,in_buy_b00764154c1b43,-0.00596546,0.04871454,0,23326.582751769230769231143958,0,3453.999612883613081421,597.484980037459235267107958,478842.3076923076923077
FY2020,717c5c94,2021-01-29 21:31:31,"Bought 0.005 BTC/ZAR @ 532,000",in_buy,in_buy_7634e76c273ae4,0.005,0.05371454,2660,28576.13528,0,0,0,532000
FY2020,481cac38,2021-01-29 21:43:21,"Bought 0.005 BTC/ZAR @ 528,000",in_buy,in_buy_66585d5b8472d1,0.005,0.05871454,2640,31001.27712,0,0,0,528000
FY2020,ce521649,2021-01-29 21:43:56,"Bought 0.005 BTC/ZAR @ 525,100",in_buy,in_buy_2c1383019bb5cd,0.005,0.06371454,2625.5,33456.504954,0,0,0,525100
FY2020,3b6695ab,2021-01-30 05:32:44,"Bought 0.01 BTC/ZAR @ 521,000",in_buy,in_buy_91195a0e84885e,0.01,0.07371454,5210,38405.27534,0,0,0,521000
FY2020,f30a85c1,2021-01-30 05:51:01,"Bought 0.005 BTC/ZAR @ 516,000",in_buy,in_buy_15731e8116b791,0.005,0.07871454,2580,40616.70264,0,0,0,516000
FY2020,56d57b24,2021-01-31 17:50:57,"Bought 0.01 BTC/ZAR @ 511,000",in_buy,in_buy_1458aa31a42b5d,0.01,0.08871454,5110,45333.12994,0,0,0,511000
FY2020,7c5617f5,2021-01-31 20:01:06,"Bought 0.01 BTC/ZAR @ 506,000",in_buy,in_buy_599e00081c7270,0.01,0.09871454,5060,49949.55724,0,0,0,506000
FY2020,e1844d40,2021-02-01 11:00:19,"Sold 0.01 BTC/ZAR @ 535,900",out_sell,in_buy_b00764154c1b43,-0.00703454,0.09168,0,43900.262769230769230769936,0,3769.809986,401.374618846153846153792042,478842.3076923076923077
FY2020,e1844d40,2021-02-01 11:00:19,"Sold 0.01 BTC/ZAR @ 535,900",out_sell,in_buy_a8b458833a4157,-0.00296546,0.08871454,0,41843.0999364,0,1589.190014,190.5011504,471660
FY2020,7085a65d,2021-02-01 11:07:16,"Sold 0.01 BTC/ZAR @ 541,000",out_sell,in_buy_a8b458833a4157,-0.01,0.07871454,0,37126.4999364,0,5410,693.4,471660
FY2020,e27b2135,2021-02-01 12:30:54,"Sold 0.01 BTC/ZAR @ 539,000",out_sell,in_buy_a8b458833a4157,-0.00203454,0.07668,0,36166.8888,0,1096.61706,137.0059236,471660
FY2020,e27b2135,2021-02-01 12:30:54,"Sold 0.01 BTC/ZAR @ 539,000",out_sell,in_buy_9cfabe64956261,-0.00796546,0.06871454,0,33864.03703188,0,4293.38294,367.82901188,492822
FY2020,d33303b9,2021-02-02 11:07:28,"Sold 0.004995 BTC/ZAR @ 543,523",out_sell,in_buy_for_other_a75600f1c1027d,-0.000004,0.06871054,0,64790.79815679245283018738282,0,2.174086086086083912,-1.597725234668633069132,942952.830188679245283
FY2020,d33303b9,2021-02-02 11:07:28,Trading fee,out_other,in_buy_for_other_a75600f1c1027d,-0.000004,0.06870654,0,64787.02634547169811320625082,0,2.17,-1.601811320754716981132,942952.830188679245283
FY2020,48aff812,2021-02-02 11:19:43,"Sold 0.009843 BTC/ZAR @ 549,997",out_sell,in_buy_for_other_a75600f1c1027d,-0.000009,0.06869754,0,64778.53976999999999999870382,0,4.94997256933871115,-3.536602902359402057547,942952.830188679245283
FY2020,48aff812,2021-02-02 11:19:43,Trading fee,out_other,in_buy_for_other_a75600f1c1027d,-0.000009,0.06868854,0,64770.05319452830188679115682,0,4.94,-3.546575471698113207547,942952.830188679245283
FY2020,251d245c,2021-02-02 11:28:10,"Sold 0.009991 BTC/ZAR @ 547,000",out_sell,in_buy_for_other_a75600f1c1027d,-0.000009,0.06867954,0,64761.56661905660377358360982,0,4.922993694324941469,-3.563581777373171738547,942952.830188679245283
FY2020,251d245c,2021-02-02 11:28:10,Trading fee,out_other,in_buy_for_other_a75600f1c1027d,-0.000009,0.06867054,0,64753.08004358490566037606282,0,4.92,-3.566575471698113207547,942952.830188679245283
FY2020,8be2074e,2021-02-03 02:26:52,"Sold 0.00841 BTC/ZAR @ 554,900",out_sell,in_buy_2c1383019bb5cd,-0.00220554,0.066465,0,34900.7715,0,1223.85178573127247079,65.72273173127247079,525100
FY2020,8be2074e,2021-02-03 02:26:52,"Sold 0.00841 BTC/ZAR @ 554,900",out_sell,in_buy_91195a0e84885e,-0.00620446,0.06026054,0,31395.74134,0,3442.84821426872752921,210.32455426872752921,521000
FY2020,781d79c9,2021-02-04 02:00:36,"Sold 0.015001 BTC/ZAR @ 577,000",out_sell,in_buy_91195a0e84885e,-0.00379554,0.056465,0,29418.265,0,2190.024808866075515796,212.548468866075515796,521000
FY2020,781d79c9,2021-02-04 02:00:36,"Sold 0.015001 BTC/ZAR @ 577,000",out_sell,in_buy_15731e8116b791,-0.005,0.051465,0,26555.94,0,2884.997666822211560466,304.997666822211560466,516000
FY2020,781d79c9,2021-02-04 02:00:36,"Sold 0.015001 BTC/ZAR @ 577,000",out_sell,in_buy_1458aa31a42b5d,-0.00620546,0.04525954,0,23127.62494,0,3580.547524311712923738,409.557464311712923738,511000
FY2020,e8826fd7,2021-02-04 08:20:04,"Sold 0.006118 BTC/ZAR @ 584,000",out_sell,in_buy_1458aa31a42b5d,-0.00379454,0.041465,0,21188.615,0,2216.010119548872051504,277.000179548872051504,511000
FY2020,e8826fd7,2021-02-04 08:20:04,"Sold 0.006118 BTC/ZAR @ 584,000",out_sell,in_buy_599e00081c7270,-0.00232346,0.03914154,0,19805.61924,0,1356.899880451127948496,181.229120451127948496,506000
FY2020,7c3b478c,2021-02-04 08:44:04,"Sold 0.00764 BTC/ZAR @ 589,000",out_sell,in_buy_599e00081c7270,-0.00764,0.03150154,0,15939.77924,0,4499.96,634.12,506000
FY2020,d0d10841,2021-02-09 08:32:20,"Bought 0.01 BTC/ZAR @ 720,102",in_buy,in_buy_3059768b7ba5ee,0.01,0.04150154,7201.02,29885.34195708,0,0,0,720102
FY2020,d0d10841,2021-02-09 08:32:20,Trading fee,out_other,in_buy_for_other_a75600f1c1027d,-0.00001,0.04149154,0,39124.56507188679245282940582,0,7.21,-2.21952830188679245283,942952.830188679245283
FY2020,febf2e49,2021-02-09 08:34:57,"Sold 0.006 BTC/ZAR @ 718,014",out_sell,in_buy_for_other_a75600f1c1027d,-0.000006,0.04148554,0,39118.90735490566037735770782,0,4.30808,-1.349636981132075471698,942952.830188679245283
FY2020,1e9f75db,2021-02-09 08:34:57,"Sold 0.0015 BTC/ZAR @ 718,019",out_sell,in_buy_for_other_a75600f1c1027d,-0.000001,0.04148454,0,39117.96440207547169811242482,0,0.718013333333369234,-0.224939496855310011283,942952.830188679245283
FY2020,febf2e49,2021-02-09 08:34:57,Trading fee,out_other,in_buy_for_other_a75600f1c1027d,-0.000006,0.04147854,0,39112.30668509433962264072682,0,4.31,-1.347716981132075471698,942952.830188679245283
FY2020,1e9f75db,2021-02-09 08:34:57,Trading fee,out_other,in_buy_for_other_a75600f1c1027d,-0.000001,0.04147754,0,39111.36373226415094339544382,0,0.71,-0.232952830188679245283,942952.830188679245283
FY2020,b6da1a03,2021-02-09 08:34:57,"Sold 0.002488 BTC/ZAR @ 718,003",out_sell,in_buy_for_other_a75600f1c1027d,-0.000002,0.04147554,0,39109.47782660377358490487782,0,1.436004823151086917,-0.449900837226271573566,942952.830188679245283
FY2020,b6da1a03,2021-02-09 08:34:57,Trading fee,out_other,in_buy_for_other_a75600f1c1027d,-0.000002,0.04147354,0,39107.59192094339622641431182,0,1.43,-0.455905660377358490566,942952.830188679245283
FY2020,d8253356,2021-02-09 08:51:29,"Bought 0.01 BTC/ZAR @ 729,004",in_buy,in_buy_50b6e0d0c5e122,0.01,0.05147354,7290.04,37524.41655416,0,0,0,729004
FY2020,d8253356,2021-02-09 08:51:29,Trading fee,out_other,in_buy_for_other_a75600f1c1027d,-0.00001,0.05146354,0,48527.69069452830188679148182,0,7.28,-2.14952830188679245283,942952.830188679245283
FY2020,e1683fe3,2021-02-09 08:52:51,"Sold 0.009981 BTC/ZAR @ 729,915",out_sell,in_buy_for_other_a75600f1c1027d,-0.000009,0.05145454,0,48519.20411905660377358393482,0,6.569233543733448272,-1.917341927964664935547,942952.830188679245283
FY2020,e1683fe3,2021-02-09 08:52:51,Trading fee,out_other,in_buy_for_other_a75600f1c1027d,-0.000009,0.05144554,0,48510.71754358490566037638782,0,6.56,-1.926575471698113207547,942952.830188679245283
